year,nation,player,player_id,dob,local_team,role,surname,age,wc_played,odis,bat_avg,centuries,bowl_avg,fives
1983,zimbabwe,David Houghton,55497,23 June 1957,,wk,,,,,,,,
1983,zimbabwe,Grant Paterson,55684,9 June 1960,,,,,,,,,,
1983,zimbabwe,Gerald Peckover,55692,2 June 1955,,,,,,,,,,
1983,zimbabwe,Andrew Pycroft,55700,6 June 1956,,,,,,,,,,
1983,zimbabwe,Peter Rawson,55710,25 May 1957,,,,,,,,,,
1983,zimbabwe,Ali Shah,55680,7 August 1959,,,,,,,,,,
1983,zimbabwe,John Traicos,55802,17 May 1947,,,,,,,,,,
1987,australia,Allan Border,4174,27 July 1955,Queensland,c,,,,147,32.11,3,35.39,0
1987,australia,David Boon,4169,29 December 1960,Tasmania,,,,,37,30.68,1,,0
1987,australia,Greg Dyer,4996,16 March 1959,New South Wales,wk,,,,4,51,0,,
1987,australia,Dean Jones,6044,24 March 1961,Victoria,,,,,41,40.12,3,,0
1987,australia,Geoff Marsh,6499,31 December 1958,Western Australia,,,,,30,34.93,2,,0
1987,australia,Tim May,6534,26 January 1962,South Australia,,,,,,,,,
1987,australia,Craig McDermott,6551,14 April 1965,Queensland,,,,,39,9.23,0,37,0
1987,australia,Tom Moody,6628,2 October 1965,Western Australia,,,,,,,,,
1987,australia,Simon O'Donnell,6995,26 January 1963,Victoria,,,,,30,21.57,0,32.27,0
1987,australia,Bruce Reid,7319,14 March 1963,Western Australia,,,,,29,4,0,29.31,1
1987,australia,Peter Taylor,7926,22 August 1956,New South Wales,,,,,6,2,0,32.14,0
1987,australia,Mike Veletta,8105,30 October 1963,Western Australia,,,,,,,,,
1987,australia,Steve Waugh,8192,2 June 1965,Somerset,,,,,32,38.23,0,28.05,0
1987,australia,Andrew Zesers,8466,11 March 1967,South Australia,,,,,,,,,
1987,england,Mike Gatting,13340,6 June 1957,Middlesex,c,,,,57,28,1,37.28,0
1987,england,Bill Athey,8581,27 September 1957,Gloucestershire,,,,,13,42.33,2,,
1987,england,Chris Broad,9230,29 September 1957,Nottinghamshire,,,,,10,41.6,0,,
1987,england,Phillip DeFreitas,11865,18 February 1966,Leicestershire,,,,,9,15.33,0,17.86,0
1987,england,Paul Downton,11931,4 April 1957,Middlesex,wk,,,,17,19.3,0,,
1987,england,John Emburey,12514,20 August 1952,Middlesex,,,,,26,14.07,0,35.53,0
1987,england,Neil Foster,12879,6 May 1962,Essex,,,,,24,9.42,0,36.12,0
1987,england,Graham Gooch,13399,23 July 1953,Essex,,,,,48,37.84,4,41.63,0
1987,england,Eddie Hemmings,14152,20 February 1949,Nottinghamshire,,,,,5,2,0,35,0
1987,england,Allan Lamb,16178,20 June 1954,Northamptonshire,,,,,61,42.34,3,,
1987,england,Derek Pringle,18627,18 September 1958,Essex,,,,,13,26.14,0,44.23,0
1987,england,Tim Robinson,19445,21 November 1958,Nottinghamshire,,,,,10,17.5,0,,
1987,england,Gladstone Small,20217,18 October 1961,Warwickshire,,,,,9,6.5,0,39.77,0
1987,india,Kapil Dev,30028,6 January 1959,Haryana,c,,,,98,27.05,1,25.83,1
1987,india,Mohammad Azharuddin,26329,8 February 1963,Hyderabad,,,,,46,33.57,1,46.16,0
1987,india,Roger Binny,26948,19 July 1955,Karnataka,,,,,70,16.55,0,28.85,0
1987,india,Sunil Gavaskar,28794,10 July 1949,Bombay,,,,,95,33.33,0,25,0
1987,india,Maninder Singh,30923,13 June 1965,Delhi,,,,,24,16,0,39.09,0
1987,india,Kiran More,31038,4 September 1962,Baroda,wk,,,,12,1.75,0,,
1987,india,Chandrakant Pandit,32179,30 September 1961,Bombay,,,,,20,20,0,,
1987,india,Manoj Prabhakar,32323,15 April 1963,Delhi,,,,,7,4,0,42.75,0
1987,india,Chetan Sharma,33949,3 January 1966,Haryana,,,,,37,25,0,28.23,0
1987,india,Ravi Shastri,33975,27 May 1962,Bombay,,,,,76,31.91,2,32.12,0
1987,india,Navjot Singh Sidhu,34028,20 October 1963,Punjab,,,,,,,,,
1987,india,Laxman Sivaramakrishnan,34074,31 December 1965,Tamil Nadu,,,,,14,2.5,0,33.42,0
1987,india,Krishnamachari Srikkanth,34103,21 December 1959,Tamil Nadu,,,,,73,28.11,1,27,0
1987,india,Dilip Vengsarkar,35654,6 April 1956,Bombay,,,,,85,35.27,1,,0
1987,new_zealand,Jeff Crowe,36620,14 September 1958,Auckland,c,,,,54,25.52,0,,0
1987,new_zealand,Stephen Boock,36303,20 September 1951,Canterbury,,,,,9,5,0,31.2,0
1987,new_zealand,John Bracewell,36306,15 April 1958,Auckland,,,,,29,17.57,0,45,0
1987,new_zealand,Ewen Chatfield,36603,3 July 1950,Wellington,,,,,82,12.62,0,23.13,1
1987,new_zealand,Martin Crowe,36622,22 September 1962,Central Districts,,,,,56,33.41,1,28.53,0
1987,new_zealand,Phil Horne,37251,21 January 1960,Auckland,,,,,,,,,
1987,new_zealand,Andrew Jones,37491,9 May 1959,Wellington,,,,,,,,,
1987,new_zealand,Danny Morrison,37730,3 February 1966,Auckland,,,,,,,,,
1987,new_zealand,Dipak Patel,57851,25 October 1958,Auckland,,,,,,,,,
1987,new_zealand,Ken Rutherford,38258,26 October 1965,Otago,,,,,12,27.41,0,12,0
1987,new_zealand,Ian Smith,38396,28 February 1957,Auckland,wk,,,,42,14.65,0,,
1987,new_zealand,Martin Snedden,38398,23 November 1958,Auckland,,,,,54,16.68,0,28.31,0
1987,new_zealand,Willie Watson,38742,31 August 1965,Auckland,,,,,3,,0,25.33,0
1987,new_zealand,John Wright,38757,5 July 1954,Northern Districts,,,,,86,24.84,0,,0
1987,pakistan,Imran Khan,40560,25 November 1952,Sussex,c,,,,85,28.93,1,22.48,1
1987,pakistan,Abdul Qadir,38973,15 September 1955,Habib Bank,,,,,44,17.14,0,21.52,2
1987,pakistan,Ijaz Ahmed,40551,20 September 1968,Habib Bank,,,,,8,12,0,,
1987,pakistan,Javed Miandad,40879,12 June 1957,Habib Bank,,,,,109,41,3,41.8,0
1987,pakistan,Mansoor Akhtar,41263,6 September 1962,PAC,,,,,29,18.09,0,72,0
1987,pakistan,Manzoor Elahi,41262,15 April 1963,Multan,,,,,25,25.7,0,35.5,0
1987,pakistan,Mudassar Nazar,41308,6 April 1956,Lahore,,,,,99,25.52,0,28.34,1
1987,pakistan,Rameez Raja,42420,14 August 1962,Lahore,,,,,42,27.73,0,,
1987,pakistan,Saleem Jaffar,42879,19 November 1962,Karachi,,,,,13,8,0,30.5,0
1987,pakistan,Saleem Malik,42623,16 April 1963,Lahore,,,,,43,17.96,0,106,0
1987,pakistan,Saleem Yousuf,42626,7 December 1959,Karachi,wk,,,,23,16.57,0,,
1987,pakistan,Shoaib Mohammad,42658,8 January 1961,Karachi,,,,,20,23.17,0,29.2,0
1987,pakistan,Tauseef Ahmed,43277,10 May 1958,Karachi,,,,,32,25.5,0,29.75,0
1987,pakistan,Wasim Akram,43547,3 June 1966,Lahore,,,,,36,6.69,0,21.08,1
1987,sri_lanka,Duleep Mendis,49629,25 August 1952,Sinhalese SC,c,,,,66,22.34,0,,
1987,sri_lanka,Don Anurasiri,48120,25 February 1966,Panadura SC,,,,,11,5.5,0,27.66,0
1987,sri_lanka,Ashantha de Mel,48447,9 May 1959,,,,,,54,15.53,0,35.39,2
1987,sri_lanka,Aravinda de Silva,48462,17 October 1965,Nondescripts,,,,,36,23,0,,0
1987,sri_lanka,Roy Dias,48470,18 October 1952,Colombo CC,,,,,56,31,2,23.33,0
1987,sri_lanka,Asanka Gurusinha,49005,16 September 1966,Nondescripts,,,,,14,30,0,65.5,0
1987,sri_lanka,Sridharan Jeganathan,49212,11 July 1951,Nondescripts,,,,,1,,,,0
1987,sri_lanka,Vinothen John,49213,27 May 1960,Moratuwa CC,,,,,39,8.11,0,43.3,0
1987,sri_lanka,Brendon Kuruppu,49368,5 January 1962,Burgher RC,wk,,,,23,18.85,0,,
1987,sri_lanka,Ranjan Madugalle,49623,22 April 1959,Nondescripts,,,,,45,20.22,0,,0
1987,sri_lanka,Roshan Mahanama,49626,31 May 1966,Colombo CC,,,,,13,25.36,0,,
1987,sri_lanka,Arjuna Ranatunga,50244,1 December 1963,Sinhalese CC,,,,,50,27.57,0,36.07,0
1987,sri_lanka,Rumesh Ratnayake,50249,2 January 1964,Nondescripts,,,,,42,15.68,0,36.93,0
1987,sri_lanka,Ravi Ratnayeke,50250,2 May 1960,Colombo CC,,,,,42,16.43,0,42.44,0
1987,west_indies,Viv Richards,52812,7 March 1952,Leeward Islands,c,,,,126,53.02,8,38,0
1987,west_indies,Eldine Baptiste,51211,12 March 1960,Leeward Islands,,,,,29,14.87,0,36.62,0
1987,west_indies,Winston Benjamin,51220,31 December 1964,Leeward Islands,,,,,10,3,0,24.58,0
1987,west_indies,Carlisle Best,51221,14 May 1959,Barbados,,,,,1,10,0,,
1987,west_indies,Jeff Dujon,51657,28 May 1956,Jamaica,wk,,,,96,27.43,0,,
1987,west_indies,Roger Harper,52045,17 March 1963,Guyana,,,,,46,20.15,0,34.13,0
1987,west_indies,Desmond Haynes,52047,15 February 1956,Barbados,,,,,119,40.92,8,,0
1987,west_indies,Carl Hooper,52066,15 December 1966,Guyana,,,,,,,,,
1987,west_indies,Gus Logie,52347,28 September 1960,Trinidad and Tobago,,,,,63,39.06,0,,0
1987,west_indies,Patrick Patterson,52671,15 September 1961,Jamaica,,,,,6,,,33.66,0
1987,west_indies,Richie Richardson,52810,12 January 1962,Leeward Islands,,,,,62,35.09,1,9,0
1987,west_indies,Phil Simmons,52934,18 April 1963,Trinidad and Tobago,,,,,,,,,
1987,west_indies,Courtney Walsh,53216,30 October 1962,Jamaica,,,,,29,3.6,0,28.51,1
1987,zimbabwe,John Traicos,55802,17 May 1947,,c,,,,6,8.33,0,50.5,0
1987,zimbabwe,Kevin Arnott,55235,8 March 1961,,,,,,,,,,
1987,zimbabwe,Eddo Brandes,55267,5 March 1963,,,,,,,,,,
1987,zimbabwe,Robin Brown,55275,11 March 1951,,,,,,4,23.25,0,,
1987,zimbabwe,Iain Butchart,55280,9 May 1960,,,,,,6,20.5,0,71,0
1987,zimbabwe,Kevin Curran,55324,7 September 1959,,,,,,6,35.33,0,54.8,0
1987,zimbabwe,David Houghton,55497,23 June 1957,,wk,,,,6,29.33,0,,
1987,zimbabwe,Malcolm Jarvis,55525,6 December 1955,,,,,,,,,,
1987,zimbabwe,Babu Meman,55591,26 June 1952,,,,,,,,,,
1987,zimbabwe,Grant Paterson,55684,9 June 1960,,,,,,6,16.5,0,,
1987,zimbabwe,Andrew Pycroft,55700,6 June 1956,,,,,,6,11.83,0,,
1987,zimbabwe,Peter Rawson,55710,25 May 1957,,,,,,6,8,0,29.87,0
1987,zimbabwe,Ali Shah,55680,7 August 1959,,,,,,3,8.66,0,40,0
1987,zimbabwe,Andy Waller,55840,25 September 1959,,,,,,,,,,
1992,australia,Allan Border,4174,27 July 1955,Queensland,c,,,,233,31.73,3,28.3,0
1992,australia,David Boon,4169,29 December 1960,Tasmania,,,,,114,35.61,3,,0
1992,australia,Ian Healy,5628,30 April 1964,Queensland,wk,,,,63,23.13,0,,
1992,australia,Merv Hughes,5726,23 November 1961,Victoria,,,,,24,9.33,0,26.3,0
1992,australia,Dean Jones,6044,24 March 1961,Victoria,,,,,124,48.2,7,27,0
1992,australia,Craig McDermott,6551,14 April 1965,Queensland,,,,,80,8.51,0,24.63,1
1992,australia,Geoff Marsh,6499,31 December 1958,Western Australia,,,,,112,40.44,9,,0
1992,australia,Tom Moody,6628,2 October 1965,Western Australia,,,,,23,25.83,0,35.22,0
1992,australia,Bruce Reid,7319,14 March 1963,Western Australia,,,,,55,3.63,0,33.23,1
1992,australia,Mark Taylor,7924,27 October 1964,New South Wales,,,,,20,33.47,0,,
1992,australia,Peter Taylor,7926,22 August 1956,Queensland,,,,,76,23.33,0,28.18,0
1992,australia,Mark Waugh,8189,2 June 1965,New South Wales,,,,,28,21.6,0,19.15,0
1992,australia,Steve Waugh,8192,2 June 1965,New South Wales,,,,,121,31.4,0,30.12,0
1992,australia,Mike Whitney,8220,24 February 1959,New South Wales,,,,,22,3.75,0,28.03,0
1992,england,Graham Gooch,13399,23 July 1953,Essex,c,,,,97,40.97,8,39.52,0
1992,england,Ian Botham,56362,24 November 1955,Durham,,,,,,,,,
1992,england,Phillip DeFreitas,11865,18 February 1966,Lancashire,,,,,63,17.51,0,32.91,0
1992,england,Neil Fairbrother,12803,9 September 1963,Lancashire,,,,,15,34.27,1,,
1992,england,Graeme Hick,14187,23 May 1966,Worcestershire,,,,,4,50.66,0,,0
1992,england,Richard Illingworth,15383,23 August 1963,Worcestershire,,,,,3,,0,38.33,0
1992,england,Allan Lamb,16178,20 June 1954,Northamptonshire,,,,,111,40.9,4,,0
1992,england,Chris Lewis,16274,14 February 1968,Nottinghamshire,,,,,15,3.5,0,27.85,0
1992,england,Derek Pringle,18627,18 September 1958,Essex,,,,,30,28.46,0,45.96,0
1992,england,Dermot Reeve,19364,2 April 1963,Warwickshire,,,,,2,,,21,0
1992,england,Gladstone Small,20217,18 October 1961,Warwickshire,,,,,46,6.64,0,34.13,0
1992,england,Robin Smith,20263,13 September 1963,Hampshire,,,,,32,36.81,2,,
1992,england,Alec Stewart,20372,8 April 1963,Surrey,wk,,,,24,27.61,0,,
1992,england,Phil Tufnell,21611,29 April 1966,Middlesex,,,,,10,10,0,40.44,0
1992,india,Mohammad Azharuddin,26329,8 February 1963,Haryana,c,,,,129,32.57,3,39,0
1992,india,Subroto Banerjee,26853,13 February 1969,Bengal,,,,,3,13,0,24.25,0
1992,india,Sachin Tendulkar,35320,24 April 1973,Bombay,,,,,31,33.11,0,43.33,0
1992,india,Ajay Jadeja,29632,1 February 1971,Haryana,,,,,,,,,
1992,india,Vinod Kambli,30009,18 January 1972,Bombay,,,,,5,46.5,0,,
1992,india,Kapil Dev,30028,6 June 1959,Haryana,,,,,181,25.57,1,26.18,1
1992,india,Ravi Shastri,33975,27 May 1962,Bombay,,,,,143,28.97,4,35.47,1
1992,india,Sanjay Manjrekar,30934,12 July 1965,Bombay,,,,,37,35.67,1,6,0
1992,india,Kiran More,31038,4 September 1962,Baroda,wk,,,,77,13.51,0,,
1992,india,Manoj Prabhakar,32323,15 April 1963,Delhi,,,,,67,17.65,1,26.85,0
1992,india,Venkatapathy Raju,33044,9 July 1969,Hyderabad,,,,,16,5.75,0,38.25,0
1992,india,Krishnamachari Srikkanth,34103,21 December 1959,Tamil Nadu,,,,,138,29.65,4,25.04,2
1992,india,Javagal Srinath,34105,31 August 1969,Karnataka,,,,,16,4.83,0,32.55,0
1992,india,Pravin Amre,26238,14 August 1968,Bengal,,,,,11,21.11,0,,
1992,india,Sourav Ganguly,28779,8 July 1972,Bengal,,,,,1,3,0,,
1992,new_zealand,Martin Crowe,36622,22 September 1962,Wellington,c,,,,111,34.59,2,32.68,0
1992,new_zealand,Chris Cairns,36597,13 June 1970,Canterbury,,,,,3,17.66,0,18.28,0
1992,new_zealand,Mark Greatbatch,37105,11 December 1963,Central Districts,,,,,38,29.36,2,,
1992,new_zealand,Chris Harris,37232,20 November 1969,Canterbury,,,,,14,25.22,0,29.31,0
1992,new_zealand,Andrew Jones,37491,9 May 1959,Otago,,,,,53,43.8,0,52,0
1992,new_zealand,Gavin Larsen,37601,27 September 1962,Wellington,,,,,14,4.75,0,68.71,0
1992,new_zealand,John Wright,38757,5 July 1954,Auckland,,,,,142,26.97,1,,0
1992,new_zealand,Rodney Latham,37602,12 June 1961,Canterbury,,,,,9,40.6,0,,0
1992,new_zealand,Danny Morrison,37730,3 February 1966,Auckland,,,,,40,5.75,0,32.08,0
1992,new_zealand,Dipak Patel,57851,25 October 1958,Auckland,,,,,,,,,
1992,new_zealand,Ken Rutherford,38258,26 October 1965,Otago,,,,,61,27.33,0,31.2,0
1992,new_zealand,Ian Smith,38396,28 February 1957,Auckland,wk,,,,87,17.17,0,,
1992,new_zealand,Murphy Su'a,38409,7 November 1966,Auckland,,,,,,,,,
1992,new_zealand,Willie Watson,38742,31 August 1965,Auckland,,,,,45,6.55,0,33.65,0
1992,pakistan,Imran Khan,40560,25 November 1952,,c,,,,167,33.56,1,26.24,1
1992,pakistan,Shahid Saeed,42647,6 January 1966,Lahore,,,,,6,17.66,0,89,0
1992,pakistan,Aamir Sohail,38967,14 September 1966,Habib Bank,,,,,5,27.6,0,,0
1992,pakistan,Aaqib Javed,38970,5 August 1972,PAC,,,,,48,2,0,27.93,1
1992,pakistan,Ijaz Ahmed,40551,20 September 1968,Habib Bank,,,,,93,24.12,2,47,0
1992,pakistan,InzamamulHaq,40570,3 March 1970,Multan,,,,,7,67.66,2,21,0
1992,pakistan,Iqbal Sikander,40574,19 December 1958,Karachi,,,,,,,,,
1992,pakistan,Javed Miandad,40879,12 June 1957,Habib Bank,,,,,185,42.68,7,42.42,0
1992,pakistan,Moin Khan,41306,23 September 1971,Karachi,wk,,,,14,16.33,0,,
1992,pakistan,Mushtaq Ahmed,41316,28 June 1970,Multan,,,,,34,9,0,29.45,0
1992,pakistan,Rameez Raja,42420,14 August 1962,Lahore,,,,,120,33.16,5,,0
1992,pakistan,Saleem Malik,42623,16 April 1963,Habib Bank,,,,,138,33.43,5,35.14,1
1992,pakistan,Wasim Akram,43547,3 June 1966,PIA,,,,,112,13.3,0,24.01,2
1992,pakistan,Wasim Haider,43550,6 June 1967,Faisalabad,,,,,,,,,
1992,pakistan,Zahid Fazal,43697,10 November 1973,PIA,,,,,10,32.5,0,,
1992,south_africa,Kepler Wessels,47884,14 September 1957,Eastern Province,c,,,,57,38.25,1,36.38,0
1992,south_africa,Tertius Bosch,44097,14 March 1960,Northern Transvaal,,,,,,,,,
1992,south_africa,Hansie Cronje,44485,25 September 1969,Orange Free State,,,,,,,,,
1992,south_africa,Allan Donald,44716,20 October 1966,Warwickshire,,,,,3,,,13.33,1
1992,south_africa,Omar Henry,45437,23 January 1952,Orange Free State,,,,,,,,,
1992,south_africa,Andrew Hudson,45458,17 March 1965,Natal,,,,,2,0,0,,
1992,south_africa,Peter Kirsten,45815,14 May 1955,Border,,,,,3,47.5,0,23,0
1992,south_africa,Adrian Kuiper,45840,24 August 1959,Western Province,,,,,3,63.5,0,60,0
1992,south_africa,Pat Symcox,47267,14 April 1960,Natal,,,,,,,,,
1992,south_africa,Brian McMillan,46214,22 December 1963,Western Province,,,,,2,2,0,,0
1992,south_africa,Meyrick Pringle,46790,22 June 1966,Western Province,,,,,,,,,
1992,south_africa,Jonty Rhodes,46973,27 July 1969,Natal,,,,,,,,,
1992,south_africa,Dave Richardson,46978,16 September 1959,Eastern Province,wk,,,,3,9,0,,
1992,south_africa,Mark Rushmere,47011,7 January 1965,Eastern Province,,,,,,,,,
1992,south_africa,Richard Snell,47215,12 September 1968,Transvaal,,,,,3,9,0,134,0
1992,sri_lanka,Aravinda de Silva,48462,17 October 1965,Nondescripts,c,,,,92,28.71,1,49.16,0
1992,sri_lanka,Don Anurasiri,48120,25 February 1966,Panadura SC,,,,,29,10.25,0,46.75,0
1992,sri_lanka,Asanka Gurusinha,49005,16 September 1966,Nondescripts,,,,,61,28.28,0,67.66,0
1992,sri_lanka,Chandika Hathurusingha,49125,13 September 1968,Tamil Union,,,,,4,10.25,0,,
1992,sri_lanka,Sanath Jayasuriya,49209,30 June 1969,Bloomfield,,,,,20,8.41,0,52.16,0
1992,sri_lanka,Ruwan Kalpage,49356,19 February 1970,Nondescripts,,,,,2,8,0,,0
1992,sri_lanka,Roshan Mahanama,49626,31 May 1966,Colombo CC,,,,,58,25.09,0,,0
1992,sri_lanka,Champaka Ramanayake,50240,8 January 1965,Tamil Union C&A,,,,,30,9.72,0,25.35,0
1992,sri_lanka,Arjuna Ranatunga,50244,1 December 1963,Sinhalese SC,,,,,99,33.25,0,46.29,0
1992,sri_lanka,Graeme Labrooy,49552,7 June 1964,Basnahira North,,,,,43,8.21,0,41.09,1
1992,sri_lanka,Athula Samarasekera,50421,5 August 1961,Colombo CC,,,,,31,20.58,0,,0
1992,sri_lanka,Hashan Tillakaratne,50744,14 July 1967,Nondescripts,wk,,,,41,28.8,0,,
1992,sri_lanka,Pramodya Wickramasinghe,50848,14 August 1971,Sinhalese SC,,,,,4,2.5,0,95,0
1992,sri_lanka,Kapila Wijegunawardene,50852,23 November 1964,Colombo CC,,,,,23,2.85,0,35.92,0
1992,west_indies,Richie Richardson,52810,12 January 1962,Leeward Islands,c,,,,152,35.75,5,46,0
1992,west_indies,Curtly Ambrose,51107,21 September 1963,Leeward Islands,,,,,61,13.73,0,19.25,3
1992,west_indies,Keith Arthurton,51110,21 February 1965,Leeward Islands,,,,,26,25.75,0,27,0
1992,west_indies,Winston Benjamin,51220,31 December 1964,Leeward Islands,,,,,49,4.92,0,33.98,0
1992,west_indies,Anderson Cummins,51488,7 May 1966,Jamaica,,,,,10,12.75,0,27.58,1
1992,west_indies,Roger Harper,52045,17 March 1963,Guyana,,,,,66,15.4,0,39.72,0
1992,west_indies,Desmond Haynes,52047,15 February 1956,Barbados,,,,,193,42.56,16,,0
1992,west_indies,Carl Hooper,52066,15 December 1966,Guyana,,,,,71,29.19,1,31.63,0
1992,west_indies,Brian Lara,52337,2 May 1969,Trinidad and Tobago,,,,,16,23.75,0,,
1992,west_indies,Gus Logie,52347,28 September 1960,Trinidad and Tobago,,,,,130,33.27,1,,0
1992,west_indies,Malcolm Marshall,52419,18 April 1958,Barbados,,,,,131,15.65,0,26.18,0
1992,west_indies,Patrick Patterson,52671,15 September 1961,Jamaica,,,,,49,13.66,0,26.16,1
1992,west_indies,Phil Simmons,52934,18 April 1963,Trinidad and Tobago,,,,,36,27.14,1,45.5,0
1992,west_indies,David Williams,53230,4 November 1963,Trinidad and Tobago,wk,,,,17,6,0,,
1992,zimbabwe,David Houghton,55497,23 June 1957,,c,,,,12,33.5,1,,
1992,zimbabwe,Kevin Arnott,55235,8 March 1961,,,,,,4,37.33,0,,
1992,zimbabwe,Eddo Brandes,55267,5 March 1963,,,,,,4,21,0,77,0
1992,zimbabwe,Mark Burmester,55279,24 January 1968,,,,,,,,,,
1992,zimbabwe,Iain Butchart,55280,9 May 1960,,,,,,12,20,0,72.5,0
1992,zimbabwe,Alistair Campbell,55301,23 September 1972,,,,,,,,,,
1992,zimbabwe,Andy Flower,55427,28 April 1968,,wk,,,,,,,,
1992,zimbabwe,Kevin Duers,55382,30 June 1960,,,,,,,,,,
1992,zimbabwe,Wayne James,55524,27 August 1965,,,,,,,,,,
1992,zimbabwe,Malcolm Jarvis,55525,6 December 1955,,,,,,5,,0,77.5,0
1992,zimbabwe,Ali Shah,55680,7 August 1959,,,,,,9,11.77,0,36.5,0
1992,zimbabwe,Andrew Pycroft,55700,6 June 1956,,,,,,12,22.27,0,,
1992,zimbabwe,John Traicos,55802,17 May 1947,,,,,,12,7,0,42,0
1992,zimbabwe,Andy Waller,55840,25 September 1959,,,,,,6,25,0,,
1996,australia,Mark Taylor,7924,27 October 1964,New South Wales,c,,,,89,33.34,0,,
1996,australia,Michael Bevan,4144,8 May 1970,New South Wales,,,,,25,82.1,0,31,0
1996,australia,Damien Fleming,5239,24 April 1970),Victoria,,,,,14,14,0,25.85,0
1996,australia,Ian Healy,5628,30 April 1964,Queensland,wk,,,,139,23.37,0,,
1996,australia,Stuart Law,6274,18 October 1968,Queensland,,,,,14,29.61,1,46,0
1996,australia,Shane Lee,6282,8 August 1973,New South Wales,,,,,6,13,0,44,0
1996,australia,Craig McDermott,6551,14 April 1965,Queensland,,,,,137,7.08,0,24.78,1
1996,australia,Glenn McGrath,6565,9 February 1970,New South Wales,,,,,44,3.71,0,24.38,1
1996,australia,Ricky Ponting,7133,19 December 1974,Tasmania,,,,,16,33.14,1,,
1996,australia,Paul Reiffel,7326,19 April 1966,Victoria,,,,,55,18.25,0,24.51,0
1996,australia,Michael Slater,7629,21 February 1970,New South Wales,,,,,33,23.18,0,,0
1996,australia,Shane Warne,8166,13 September 1969,Victoria,,,,,52,14.11,0,21.49,0
1996,australia,Mark Waugh,8189,2 June 1965,New South Wales,,,,,106,34.51,5,27.25,1
1996,australia,Steve Waugh,8192,2 June 1965,New South Wales,,,,,189,30.85,1,33.59,0
1996,england,Michael Atherton,8579,23 March 1968,Lancashire,c,,,,31,41.86,1,,
1996,england,Dominic Cork,10816,7 August 1971),Derbyshire,,,,,14,7,0,28.95,0
1996,england,Phillip DeFreitas,11865,18 February 1966,Lancashire,,,,,97,14.65,0,32.59,0
1996,england,Neil Fairbrother,12803,9 September 1963,Lancashire,,,,,51,38.18,1,,0
1996,england,Darren Gough,13411,18 September 1970,Yorkshire,,,,,16,10.33,0,19.67,1
1996,england,Graeme Hick,14187,23 May 1966,Worcestershire,,,,,54,37.65,1,38.46,0
1996,england,Peter Martin,16925,15 November 1968,Lancashire,,,,,7,21,0,20.07,0
1996,england,Richard Illingworth,15383,23 August 1963,Worcestershire,,,,,21,10.66,0,34.03,0
1996,england,Jack Russell,19500,15 August 1963,Gloucestershire,wk,,,,31,20.82,0,,
1996,england,Neil Smith,20259,27 July 1967,Warwickshire,,,,,2,3,0,27.5,0
1996,england,Robin Smith,20263,13 September 1963,Hampshire,,,,,69,38.65,4,,
1996,england,Alec Stewart,20372,8 April 1963,Surrey,,,,,68,30.96,1,,
1996,england,Graham Thorpe,21537,1 August 1969,Surrey,,,,,19,32.55,0,,
1996,england,Craig White,22403,16 December 1969,Yorkshire,,,,,8,14.28,0,30.37,0
1996,england,Dermot Reeve,19364,2 April 1963,Warwickshire,,,,,27,25.3,0,40.47,0
1996,india,Mohammad Azharuddin,26329,8 February 1963,Hyderabad,c,,,,200,36.23,3,39,0
1996,india,Sachin Tendulkar,35320,24 April 1973,Mumbai,vc,,,,102,36.5,4,51.58,0
1996,india,Vinod Kambli,30009,18 January 1972,Mumbai,,,,,62,40.48,1,7,0
1996,india,Aashish Kapoor,30030,25 March 1971,Rajasthan,,,,,7,6,0,46.8,0
1996,india,Anil Kumble,30176,17 October 1970,Karnataka,,,,,72,9,0,29.65,2
1996,india,Sanjay Manjrekar,30934,12 July 1965,Mumbai,,,,,59,34.86,1,6,0
1996,india,Nayan Mongia,31036,19 December 1969,Baroda,wk,,,,35,23.9,0,,
1996,india,Manoj Prabhakar,32323,15 April 1963,Delhi,,,,,126,24.95,2,28.4,2
1996,india,Venkatesh Prasad,32345,5 August 1969,Karnataka,,,,,21,2.25,0,38.47,0
1996,india,Navjot Singh Sidhu,34028,20 October 1963,Punjab,,,,,93,42.79,5,,0
1996,india,Javagal Srinath,34105,31 August 1969,Karnataka,,,,,83,8.8,0,25.22,2
1996,india,Ajay Jadeja,29632,1 February 1971,Haryana,,,,,42,33.42,1,56.62,0
1996,india,Salil Ankola,26257,1 March 1968,Mumbai,,,,,14,3.5,0,35.09,0
1996,india,Venkatapathy Raju,33044,9 July 1969,Hyderabad,,,,,42,4.14,0,33.26,0
1996,kenya,Maurice Odumbe,24708,15 June 1969,"Aga Khan, Nairobi",c,,,,,,,,
1996,kenya,Rajab Ali,24687,19 November 1965,,,,,,,,,,
1996,kenya,Dipak Chudasama,24692,20 May 1963,,,,,,,,,,
1996,kenya,Tariq Iqbal,24695,3 April 1964,,,,,,,,,,
1996,kenya,Aasif Karim,24699,15 September 1963,"Jaffery, Mombasa",,,,,,,,,
1996,kenya,Hitesh Modi,24701,13 October 1971,"Nairobi Gymkhana,Kisumu",,,,,,,,,
1996,kenya,Thomas Odoyo,24705,12 May 1978,"Nairobi Gymkhana,Kisumu",,,,,,,,,
1996,kenya,Edward Odumbe,24706,19 May 1965,,,,,,,,,,
1996,kenya,Lameck Onyango,24711,22 September 1973,"Swamibapa,Nairobi",,,,,,,,,
